gene_id	protein_id
G4P62_008611	KAF7221738.1
G4P62_008618	KAF7221746.1
G4P62_008613	KAF7221739.1
G4P62_008614	KAF7221740.1
G4P62_008615	KAF7221741.1
G4P62_008615	KAF7221742.1
G4P62_008615	KAF7221743.1
G4P62_008616	KAF7221744.1
G4P62_008617	KAF7221745.1
G4P62_008619	KAF7221747.1
G4P62_008620	KAF7221748.1
G4P62_008624	KAF7221749.1
G4P62_008625	KAF7221750.1
G4P62_008626	KAF7221751.1
G4P62_008626	KAF7221752.1
G4P62_008626	KAF7221753.1
G4P62_008627	KAF7221754.1
G4P62_008628	KAF7221755.1
G4P62_008629	KAF7221756.1
G4P62_008630	KAF7221757.1
G4P62_008630	KAF7221758.1
G4P62_008631	KAF7221759.1
G4P62_008632	KAF7221760.1
G4P62_008632	KAF7221761.1
G4P62_008632	KAF7221762.1
G4P62_008633	KAF7221763.1
G4P62_008636	KAF7221764.1
G4P62_008637	KAF7221768.1
G4P62_008637	KAF7221770.1
G4P62_008637	KAF7221772.1
G4P62_008637	KAF7221765.1
G4P62_008637	KAF7221766.1
G4P62_008637	KAF7221767.1
G4P62_008637	KAF7221769.1
G4P62_008637	KAF7221771.1
G4P62_008637	KAF7221773.1
G4P62_008637	KAF7221774.1
G4P62_008637	KAF7221775.1
G4P62_008637	KAF7221776.1
G4P62_008638	KAF7221777.1
G4P62_008638	KAF7221778.1
G4P62_008638	KAF7221779.1
G4P62_008639	KAF7221780.1
G4P62_008640	KAF7221781.1
G4P62_017990	KAF7223269.1
G4P62_018119	KAF7223275.1
G4P62_008641	KAF7221782.1
G4P62_017765	KAF7223259.1
G4P62_017764	KAF7223256.1
G4P62_017764	KAF7223257.1
G4P62_017764	KAF7223258.1
G4P62_017763	KAF7223255.1
G4P62_019295	KAF7223407.1
G4P62_008642	KAF7221783.1
G4P62_008642	KAF7221784.1
G4P62_008643	KAF7221785.1
G4P62_008644	KAF7221786.1
G4P62_008645	KAF7221787.1
G4P62_008645	KAF7221788.1
G4P62_008646	KAF7221789.1
G4P62_008646	KAF7221790.1
G4P62_008647	KAF7221791.1
G4P62_008647	KAF7221792.1
G4P62_008647	KAF7221794.1
G4P62_008647	KAF7221793.1
G4P62_008648	KAF7221795.1
G4P62_008648	KAF7221796.1
G4P62_008648	KAF7221797.1
G4P62_008648	KAF7221798.1
G4P62_008649	KAF7221799.1
G4P62_008649	KAF7221800.1
G4P62_008650	KAF7221801.1
G4P62_008650	KAF7221802.1
G4P62_008650	KAF7221803.1
G4P62_008651	KAF7221804.1
G4P62_008651	KAF7221805.1
G4P62_008652	KAF7221806.1
G4P62_008653	KAF7221807.1
G4P62_008653	KAF7221808.1
G4P62_008654	KAF7221809.1
G4P62_008654	KAF7221810.1
G4P62_008655	KAF7221811.1
G4P62_008655	KAF7221812.1
G4P62_008655	KAF7221813.1
G4P62_008656	KAF7221814.1
G4P62_008657	KAF7221815.1
G4P62_008657	KAF7221816.1
G4P62_008658	KAF7221817.1
G4P62_018962	KAF7223370.1
G4P62_018961	KAF7223369.1
G4P62_018960	KAF7223368.1
G4P62_018959	KAF7223367.1
G4P62_018959	KAF7223366.1
G4P62_018958	KAF7223365.1
G4P62_018957	KAF7223364.1
G4P62_008661	KAF7221818.1
G4P62_008662	KAF7221819.1
G4P62_019992	KAF7223447.1
G4P62_019991	KAF7223446.1
G4P62_019990	KAF7223445.1
G4P62_008663	KAF7221820.1
G4P62_008664	KAF7221821.1
G4P62_008665	KAF7221822.1
G4P62_019740	KAF7223429.1
G4P62_019740	KAF7223428.1
G4P62_019740	KAF7223427.1
G4P62_019740	KAF7223426.1
G4P62_019739	KAF7223425.1
G4P62_019739	KAF7223424.1
G4P62_008666	KAF7221823.1
G4P62_008666	KAF7221824.1
G4P62_008667	KAF7221825.1
G4P62_008668	KAF7221826.1
G4P62_008668	KAF7221827.1
G4P62_008668	KAF7221828.1
G4P62_008669	KAF7221829.1
G4P62_008670	KAF7221830.1
G4P62_008671	KAF7221831.1
G4P62_008671	KAF7221832.1
G4P62_008671	KAF7221833.1
G4P62_008671	KAF7221834.1
G4P62_008671	KAF7221835.1
G4P62_008671	KAF7221836.1
G4P62_008671	KAF7221837.1
G4P62_008671	KAF7221838.1
G4P62_008671	KAF7221839.1
G4P62_008671	KAF7221840.1
G4P62_008671	KAF7221842.1
G4P62_008671	KAF7221841.1
G4P62_008671	KAF7221843.1
G4P62_008672	KAF7221844.1
G4P62_008673	KAF7221845.1
G4P62_008674	KAF7221846.1
G4P62_008674	KAF7221847.1
G4P62_008675	KAF7221848.1
G4P62_008676	KAF7221849.1
G4P62_008677	KAF7221850.1
G4P62_008678	KAF7221851.1
G4P62_008679	KAF7221852.1
G4P62_008680	KAF7221853.1
G4P62_008681	KAF7221854.1
G4P62_008682	KAF7221855.1
G4P62_008682	KAF7221856.1
G4P62_008682	KAF7221857.1
G4P62_008683	KAF7221858.1
G4P62_008683	KAF7221859.1
G4P62_008683	KAF7221860.1
G4P62_008683	KAF7221861.1
G4P62_008683	KAF7221862.1
G4P62_008684	KAF7221863.1
G4P62_008685	KAF7221864.1
G4P62_008685	KAF7221865.1
G4P62_008685	KAF7221866.1
G4P62_008686	KAF7221867.1
G4P62_008687	KAF7221868.1
G4P62_008688	KAF7221869.1
G4P62_008688	KAF7221870.1
G4P62_008689	KAF7221871.1
G4P62_008690	KAF7221872.1
G4P62_008690	KAF7221873.1
G4P62_008691	KAF7221874.1
G4P62_008692	KAF7221875.1
G4P62_008693	KAF7221876.1
G4P62_008693	KAF7221877.1
G4P62_008694	KAF7221878.1
G4P62_008695	KAF7221879.1
G4P62_008696	KAF7221880.1
G4P62_008696	KAF7221881.1
G4P62_008697	KAF7221882.1
G4P62_008698	KAF7221883.1
G4P62_008698	KAF7221884.1
G4P62_008699	KAF7221885.1
G4P62_008699	KAF7221886.1
G4P62_008699	KAF7221887.1
G4P62_008699	KAF7221888.1
G4P62_008700	KAF7221889.1
G4P62_008701	KAF7221890.1
G4P62_008701	KAF7221891.1
G4P62_008702	KAF7221892.1
G4P62_008703	KAF7221893.1
G4P62_008703	KAF7221894.1
G4P62_008704	KAF7221895.1
G4P62_008705	KAF7221896.1
G4P62_008706	KAF7221897.1
G4P62_008707	KAF7221898.1
G4P62_001449	KAF7221521.1
G4P62_008708	KAF7221899.1
G4P62_008709	KAF7221900.1
G4P62_008710	KAF7221901.1
G4P62_008711	KAF7221902.1
G4P62_008711	KAF7221903.1
G4P62_008712	KAF7221904.1
G4P62_008712	KAF7221905.1
G4P62_008713	KAF7221906.1
G4P62_008714	KAF7221907.1
G4P62_008714	KAF7221908.1
G4P62_008714	KAF7221909.1
G4P62_008715	KAF7221910.1
G4P62_008717	KAF7221912.1
G4P62_008717	KAF7221913.1
G4P62_008717	KAF7221914.1
G4P62_008717	KAF7221915.1
G4P62_008717	KAF7221916.1
G4P62_008717	KAF7221917.1
G4P62_008718	KAF7221918.1
G4P62_008719	KAF7221919.1
G4P62_008719	KAF7221920.1
G4P62_008719	KAF7221921.1
G4P62_017921	KAF7223268.1
G4P62_017920	KAF7223267.1
G4P62_008720	KAF7221922.1
G4P62_008716	KAF7221911.1
G4P62_008721	KAF7221923.1
G4P62_008721	KAF7221924.1
G4P62_008721	KAF7221925.1
G4P62_008722	KAF7221926.1
G4P62_008722	KAF7221927.1
G4P62_008722	KAF7221928.1
G4P62_008722	KAF7221929.1
G4P62_008723	KAF7221930.1
G4P62_008724	KAF7221931.1
G4P62_008725	KAF7221932.1
G4P62_008728	KAF7221933.1
G4P62_008728	KAF7221934.1
G4P62_008729	KAF7221935.1
G4P62_008729	KAF7221936.1
G4P62_008729	KAF7221937.1
G4P62_008729	KAF7221938.1
G4P62_008730	KAF7221939.1
G4P62_008731	KAF7221940.1
G4P62_008732	KAF7221941.1
G4P62_008732	KAF7221942.1
G4P62_008733	KAF7221943.1
G4P62_008734	KAF7221944.1
G4P62_008734	KAF7221945.1
G4P62_008734	KAF7221946.1
G4P62_005372	KAF7221526.1
G4P62_008735	KAF7221947.1
G4P62_008735	KAF7221948.1
G4P62_008735	KAF7221949.1
G4P62_008735	KAF7221950.1
G4P62_008735	KAF7221951.1
G4P62_008736	KAF7221952.1
G4P62_008737	KAF7221953.1
G4P62_008738	KAF7221954.1
G4P62_008738	KAF7221955.1
G4P62_008738	KAF7221956.1
G4P62_008739	KAF7221957.1
G4P62_008740	KAF7221958.1
G4P62_008741	KAF7221959.1
G4P62_008741	KAF7221960.1
G4P62_020220	KAF7223465.1
G4P62_017754	KAF7223240.1
G4P62_017755	KAF7223241.1
G4P62_017755	KAF7223242.1
G4P62_017755	KAF7223243.1
G4P62_017755	KAF7223244.1
G4P62_017755	KAF7223245.1
G4P62_017755	KAF7223246.1
G4P62_017755	KAF7223247.1
G4P62_017755	KAF7223248.1
G4P62_017755	KAF7223249.1
G4P62_017755	KAF7223250.1
G4P62_017755	KAF7223251.1
G4P62_017755	KAF7223252.1
G4P62_017756	KAF7223253.1
G4P62_017757	KAF7223254.1
G4P62_008742	KAF7221961.1
G4P62_008743	KAF7221962.1
G4P62_008744	KAF7221963.1
G4P62_008745	KAF7221964.1
G4P62_008746	KAF7221965.1
G4P62_008747	KAF7221966.1
G4P62_008747	KAF7221967.1
G4P62_008747	KAF7221968.1
G4P62_008748	KAF7221969.1
G4P62_008749	KAF7221970.1
G4P62_008749	KAF7221971.1
G4P62_008749	KAF7221972.1
G4P62_008749	KAF7221973.1
G4P62_008750	KAF7221974.1
G4P62_008750	KAF7221975.1
G4P62_008750	KAF7221976.1
G4P62_008751	KAF7221977.1
G4P62_008753	KAF7221978.1
G4P62_008753	KAF7221979.1
G4P62_008754	KAF7221980.1
G4P62_008754	KAF7221981.1
G4P62_008755	KAF7221982.1
G4P62_008756	KAF7221983.1
G4P62_008757	KAF7221984.1
G4P62_008758	KAF7221985.1
G4P62_008759	KAF7221986.1
G4P62_008760	KAF7221987.1
G4P62_008761	KAF7221988.1
G4P62_008762	KAF7221989.1
G4P62_008762	KAF7221990.1
G4P62_008763	KAF7221991.1
G4P62_008764	KAF7221992.1
G4P62_008764	KAF7221993.1
G4P62_008764	KAF7221994.1
G4P62_008764	KAF7221995.1
G4P62_008765	KAF7221996.1
G4P62_008765	KAF7221997.1
G4P62_008765	KAF7221998.1
G4P62_008765	KAF7221999.1
G4P62_008766	KAF7222000.1
G4P62_008767	KAF7222001.1
G4P62_008768	KAF7222002.1
G4P62_008769	KAF7222003.1
G4P62_008770	KAF7222004.1
G4P62_008771	KAF7222005.1
G4P62_008772	KAF7222006.1
G4P62_008773	KAF7222007.1
G4P62_008774	KAF7222008.1
G4P62_008775	KAF7222009.1
G4P62_008775	KAF7222010.1
G4P62_008776	KAF7222011.1
G4P62_008777	KAF7222012.1
G4P62_008777	KAF7222013.1
G4P62_008777	KAF7222014.1
G4P62_008778	KAF7222015.1
G4P62_008778	KAF7222016.1
G4P62_008778	KAF7222017.1
G4P62_008778	KAF7222018.1
G4P62_008778	KAF7222019.1
G4P62_008778	KAF7222020.1
G4P62_008779	KAF7222021.1
G4P62_008779	KAF7222022.1
G4P62_008779	KAF7222023.1
G4P62_008779	KAF7222024.1
G4P62_008779	KAF7222025.1
G4P62_008779	KAF7222026.1
G4P62_008779	KAF7222027.1
G4P62_008779	KAF7222028.1
G4P62_008779	KAF7222029.1
G4P62_008779	KAF7222030.1
G4P62_008779	KAF7222031.1
G4P62_008780	KAF7222032.1
G4P62_008780	KAF7222033.1
G4P62_008780	KAF7222034.1
G4P62_008780	KAF7222035.1
G4P62_008782	KAF7222036.1
G4P62_008782	KAF7222037.1
G4P62_008782	KAF7222038.1
G4P62_008783	KAF7222039.1
G4P62_008784	KAF7222040.1
G4P62_008785	KAF7222041.1
G4P62_008786	KAF7222042.1
G4P62_008788	KAF7222043.1
G4P62_008789	KAF7222044.1
G4P62_008790	KAF7222045.1
G4P62_008793	KAF7222048.1
G4P62_008793	KAF7222049.1
G4P62_008793	KAF7222050.1
G4P62_008791	KAF7222046.1
G4P62_008799	KAF7222067.1
G4P62_008792	KAF7222047.1
G4P62_008794	KAF7222051.1
G4P62_008795	KAF7222052.1
G4P62_008796	KAF7222053.1
G4P62_008796	KAF7222054.1
G4P62_008796	KAF7222055.1
G4P62_008796	KAF7222056.1
G4P62_008796	KAF7222057.1
G4P62_008796	KAF7222058.1
G4P62_008796	KAF7222059.1
G4P62_008796	KAF7222060.1
G4P62_008796	KAF7222061.1
G4P62_008796	KAF7222062.1
G4P62_008796	KAF7222063.1
G4P62_008796	KAF7222064.1
G4P62_008797	KAF7222065.1
G4P62_008798	KAF7222066.1
G4P62_008800	KAF7222068.1
G4P62_008801	KAF7222069.1
G4P62_008802	KAF7222070.1
G4P62_008802	KAF7222071.1
G4P62_008802	KAF7222072.1
G4P62_008803	KAF7222073.1
G4P62_008804	KAF7222074.1
G4P62_008804	KAF7222075.1
G4P62_008805	KAF7222076.1
G4P62_008806	KAF7222077.1
G4P62_008807	KAF7222078.1
G4P62_008807	KAF7222079.1
G4P62_008807	KAF7222080.1
G4P62_008807	KAF7222081.1
G4P62_008808	KAF7222082.1
G4P62_008809	KAF7222083.1
G4P62_008810	KAF7222084.1
G4P62_008810	KAF7222085.1
G4P62_008810	KAF7222086.1
G4P62_008810	KAF7222087.1
G4P62_008810	KAF7222088.1
G4P62_008810	KAF7222089.1
G4P62_008811	KAF7222090.1
G4P62_008811	KAF7222091.1
G4P62_008811	KAF7222092.1
G4P62_008812	KAF7222093.1
G4P62_008813	KAF7222094.1
G4P62_008813	KAF7222095.1
G4P62_008813	KAF7222096.1
G4P62_008814	KAF7222097.1
G4P62_008815	KAF7222098.1
G4P62_008816	KAF7222099.1
G4P62_008817	KAF7222100.1
G4P62_008818	KAF7222101.1
G4P62_008819	KAF7222102.1
G4P62_008820	KAF7222103.1
G4P62_008820	KAF7222104.1
G4P62_008820	KAF7222105.1
G4P62_008820	KAF7222106.1
G4P62_008820	KAF7222107.1
G4P62_008820	KAF7222108.1
G4P62_008820	KAF7222109.1
G4P62_008820	KAF7222110.1
G4P62_008820	KAF7222111.1
G4P62_008820	KAF7222112.1
G4P62_008820	KAF7222113.1
G4P62_008820	KAF7222114.1
G4P62_008820	KAF7222115.1
G4P62_008820	KAF7222116.1
G4P62_008820	KAF7222117.1
G4P62_008820	KAF7222118.1
G4P62_008820	KAF7222119.1
G4P62_008820	KAF7222120.1
G4P62_008820	KAF7222121.1
G4P62_008820	KAF7222122.1
G4P62_008820	KAF7222123.1
G4P62_008820	KAF7222124.1
G4P62_008821	KAF7222125.1
G4P62_008821	KAF7222126.1
G4P62_008821	KAF7222127.1
G4P62_008822	KAF7222128.1
G4P62_008823	KAF7222129.1
G4P62_008824	KAF7222130.1
G4P62_008825	KAF7222131.1
G4P62_008826	KAF7222132.1
G4P62_008827	KAF7222133.1
G4P62_008828	KAF7222134.1
G4P62_008829	KAF7222135.1
G4P62_008829	KAF7222136.1
G4P62_008829	KAF7222137.1
G4P62_008829	KAF7222138.1
G4P62_008830	KAF7222139.1
G4P62_008830	KAF7222140.1
G4P62_008831	KAF7222141.1
G4P62_008832	KAF7222142.1
G4P62_008833	KAF7222143.1
G4P62_008834	KAF7222144.1
G4P62_008835	KAF7222145.1
G4P62_008835	KAF7222146.1
G4P62_008835	KAF7222147.1
G4P62_008836	KAF7222148.1
G4P62_008836	KAF7222149.1
G4P62_008836	KAF7222150.1
G4P62_008837	KAF7222151.1
G4P62_008838	KAF7222152.1
G4P62_008839	KAF7222153.1
G4P62_008839	KAF7222154.1
G4P62_008840	KAF7222155.1
G4P62_008840	KAF7222156.1
G4P62_008841	KAF7222157.1
G4P62_008842	KAF7222158.1
G4P62_008843	KAF7222159.1
G4P62_008844	KAF7222160.1
G4P62_008844	KAF7222161.1
G4P62_008844	KAF7222162.1
G4P62_008844	KAF7222163.1
G4P62_008844	KAF7222164.1
G4P62_008844	KAF7222165.1
G4P62_008844	KAF7222166.1
G4P62_008844	KAF7222167.1
G4P62_008844	KAF7222168.1
G4P62_008844	KAF7222169.1
G4P62_008844	KAF7222170.1
G4P62_008844	KAF7222171.1
G4P62_008844	KAF7222172.1
G4P62_008844	KAF7222173.1
G4P62_008844	KAF7222174.1
G4P62_008845	KAF7222175.1
G4P62_008846	KAF7222176.1
G4P62_008846	KAF7222177.1
G4P62_008847	KAF7222178.1
G4P62_008849	KAF7222179.1
G4P62_008850	KAF7222180.1
G4P62_008851	KAF7222181.1
G4P62_008852	KAF7222182.1
G4P62_008853	KAF7222183.1
G4P62_008854	KAF7222184.1
G4P62_008855	KAF7222185.1
G4P62_008856	KAF7222186.1
G4P62_019559	KAF7223413.1
G4P62_008860	KAF7222187.1
G4P62_008861	KAF7222188.1
G4P62_008862	KAF7222189.1
G4P62_008863	KAF7222190.1
G4P62_008864	KAF7222191.1
G4P62_008865	KAF7222192.1
G4P62_008866	KAF7222193.1
G4P62_008867	KAF7222194.1
G4P62_008868	KAF7222195.1
G4P62_008868	KAF7222196.1
G4P62_008868	KAF7222197.1
G4P62_008869	KAF7222198.1
G4P62_008870	KAF7222199.1
G4P62_008871	KAF7222200.1
G4P62_008871	KAF7222201.1
G4P62_008871	KAF7222202.1
G4P62_008871	KAF7222203.1
G4P62_008872	KAF7222204.1
G4P62_008873	KAF7222205.1
G4P62_008874	KAF7222206.1
G4P62_008874	KAF7222207.1
G4P62_008875	KAF7222208.1
G4P62_008875	KAF7222209.1
G4P62_008876	KAF7222210.1
G4P62_008877	KAF7222211.1
G4P62_008878	KAF7222212.1
G4P62_008879	KAF7222213.1
G4P62_008880	KAF7222214.1
G4P62_008881	KAF7222215.1
G4P62_008881	KAF7222216.1
G4P62_008882	KAF7222217.1
G4P62_008883	KAF7222218.1
G4P62_008883	KAF7222219.1
G4P62_008883	KAF7222220.1
G4P62_008883	KAF7222221.1
G4P62_008884	KAF7222222.1
G4P62_008885	KAF7222223.1
G4P62_008885	KAF7222224.1
G4P62_008885	KAF7222225.1
G4P62_008886	KAF7222226.1
G4P62_008887	KAF7222227.1
G4P62_008888	KAF7222228.1
G4P62_008889	KAF7222229.1
G4P62_008890	KAF7222230.1
G4P62_008890	KAF7222231.1
G4P62_008890	KAF7222232.1
G4P62_008890	KAF7222233.1
G4P62_008891	KAF7222234.1
G4P62_008891	KAF7222235.1
G4P62_008891	KAF7222236.1
G4P62_008892	KAF7222237.1
G4P62_008893	KAF7222238.1
G4P62_008894	KAF7222239.1
G4P62_008895	KAF7222240.1
G4P62_008895	KAF7222241.1
G4P62_008896	KAF7222242.1
G4P62_008897	KAF7222243.1
G4P62_008897	KAF7222244.1
G4P62_008897	KAF7222245.1
G4P62_008898	KAF7222246.1
G4P62_008899	KAF7222247.1
G4P62_008899	KAF7222248.1
G4P62_008900	KAF7222249.1
G4P62_008900	KAF7222250.1
G4P62_008901	KAF7222251.1
G4P62_008901	KAF7222252.1
G4P62_008901	KAF7222253.1
G4P62_008901	KAF7222254.1
G4P62_008901	KAF7222255.1
G4P62_008901	KAF7222256.1
G4P62_008902	KAF7222257.1
G4P62_008903	KAF7222258.1
G4P62_008904	KAF7222259.1
G4P62_008904	KAF7222260.1
G4P62_008905	KAF7222261.1
G4P62_008906	KAF7222262.1
G4P62_008906	KAF7222263.1
G4P62_008907	KAF7222264.1
G4P62_008908	KAF7222265.1
G4P62_008908	KAF7222266.1
G4P62_008909	KAF7222267.1
G4P62_008910	KAF7222268.1
G4P62_008911	KAF7222269.1
G4P62_008911	KAF7222270.1
G4P62_008911	KAF7222271.1
G4P62_008911	KAF7222272.1
G4P62_008911	KAF7222273.1
G4P62_008912	KAF7222274.1
G4P62_008913	KAF7222275.1
G4P62_008914	KAF7222276.1
G4P62_008915	KAF7222277.1
G4P62_008915	KAF7222278.1
G4P62_008916	KAF7222279.1
G4P62_008916	KAF7222280.1
G4P62_008916	KAF7222281.1
G4P62_008917	KAF7222282.1
G4P62_008918	KAF7222283.1
G4P62_008918	KAF7222284.1
G4P62_008918	KAF7222285.1
G4P62_008919	KAF7222286.1
G4P62_008920	KAF7222287.1
G4P62_008920	KAF7222288.1
G4P62_008920	KAF7222289.1
G4P62_008921	KAF7222290.1
G4P62_008922	KAF7222291.1
G4P62_008923	KAF7222292.1
G4P62_008924	KAF7222293.1
G4P62_008925	KAF7222294.1
G4P62_008926	KAF7222295.1
G4P62_008927	KAF7222296.1
G4P62_008928	KAF7222297.1
G4P62_008928	KAF7222298.1
G4P62_008928	KAF7222299.1
G4P62_008929	KAF7222300.1
G4P62_008930	KAF7222301.1
G4P62_008931	KAF7222302.1
G4P62_008932	KAF7222303.1
G4P62_008932	KAF7222304.1
G4P62_008932	KAF7222305.1
G4P62_008932	KAF7222306.1
G4P62_008933	KAF7222307.1
G4P62_008934	KAF7222308.1
G4P62_008934	KAF7222309.1
G4P62_008934	KAF7222310.1
G4P62_008934	KAF7222311.1
G4P62_008935	KAF7222312.1
G4P62_008936	KAF7222313.1
G4P62_008937	KAF7222314.1
G4P62_008937	KAF7222315.1
G4P62_008938	KAF7222316.1
G4P62_008939	KAF7222319.1
G4P62_008939	KAF7222317.1
G4P62_008939	KAF7222318.1
G4P62_008939	KAF7222320.1
G4P62_020128	KAF7223453.1
G4P62_020128	KAF7223454.1
G4P62_020128	KAF7223455.1
G4P62_020128	KAF7223456.1
G4P62_020128	KAF7223457.1
G4P62_020129	KAF7223458.1
G4P62_019039	KAF7223373.1
G4P62_019039	KAF7223374.1
G4P62_019039	KAF7223375.1
G4P62_019040	KAF7223376.1
G4P62_008940	KAF7222321.1
G4P62_008941	KAF7222322.1
G4P62_008942	KAF7222323.1
G4P62_008942	KAF7222324.1
G4P62_008943	KAF7222325.1
G4P62_008943	KAF7222326.1
G4P62_008943	KAF7222327.1
G4P62_008943	KAF7222328.1
G4P62_008944	KAF7222329.1
G4P62_008945	KAF7222330.1
G4P62_008945	KAF7222331.1
G4P62_008945	KAF7222332.1
G4P62_008945	KAF7222333.1
G4P62_008945	KAF7222334.1
G4P62_008945	KAF7222335.1
G4P62_008945	KAF7222336.1
G4P62_020238	KAF7223466.1
G4P62_008946	KAF7222337.1
G4P62_008947	KAF7222338.1
G4P62_008948	KAF7222339.1
G4P62_008949	KAF7222340.1
G4P62_008950	KAF7222341.1
G4P62_008951	KAF7222342.1
G4P62_018058	KAF7223274.1
G4P62_018057	KAF7223273.1
G4P62_008952	KAF7222343.1
G4P62_008953	KAF7222344.1
G4P62_008953	KAF7222345.1
G4P62_008954	KAF7222346.1
G4P62_008955	KAF7222347.1
G4P62_008956	KAF7222348.1
G4P62_008957	KAF7222349.1
G4P62_008957	KAF7222350.1
G4P62_008957	KAF7222351.1
G4P62_008958	KAF7222352.1
G4P62_008959	KAF7222353.1
G4P62_008960	KAF7222354.1
G4P62_008961	KAF7222355.1
G4P62_008962	KAF7222356.1
G4P62_008963	KAF7222357.1
G4P62_008964	KAF7222358.1
G4P62_008964	KAF7222359.1
G4P62_008965	KAF7222360.1
G4P62_008965	KAF7222361.1
G4P62_008966	KAF7222362.1
G4P62_008967	KAF7222363.1
G4P62_008967	KAF7222364.1
G4P62_008967	KAF7222365.1
G4P62_008968	KAF7222366.1
G4P62_008969	KAF7222367.1
G4P62_008970	KAF7222368.1
G4P62_008970	KAF7222369.1
G4P62_008970	KAF7222370.1
G4P62_008970	KAF7222371.1
G4P62_008970	KAF7222372.1
G4P62_008971	KAF7222373.1
G4P62_008972	KAF7222374.1
G4P62_008972	KAF7222375.1
G4P62_008973	KAF7222376.1
G4P62_008974	KAF7222377.1
G4P62_008974	KAF7222378.1
G4P62_008974	KAF7222379.1
G4P62_008974	KAF7222380.1
G4P62_008974	KAF7222381.1
G4P62_008974	KAF7222382.1
G4P62_008975	KAF7222383.1
G4P62_008976	KAF7222384.1
G4P62_008976	KAF7222385.1
G4P62_008976	KAF7222386.1
G4P62_008976	KAF7222387.1
G4P62_008976	KAF7222388.1
G4P62_008977	KAF7222389.1
G4P62_008977	KAF7222390.1
G4P62_008977	KAF7222391.1
G4P62_008977	KAF7222392.1
G4P62_008977	KAF7222393.1
G4P62_008977	KAF7222394.1
G4P62_008977	KAF7222395.1
G4P62_008978	KAF7222396.1
G4P62_008978	KAF7222397.1
G4P62_008979	KAF7222398.1
G4P62_008980	KAF7222399.1
G4P62_008981	KAF7222400.1
G4P62_008981	KAF7222401.1
G4P62_008982	KAF7222402.1
G4P62_008983	KAF7222403.1
G4P62_008984	KAF7222404.1
G4P62_008984	KAF7222405.1
G4P62_008985	KAF7222406.1
G4P62_008985	KAF7222407.1
G4P62_008985	KAF7222408.1
G4P62_008986	KAF7222409.1
G4P62_008987	KAF7222410.1
G4P62_008988	KAF7222411.1
G4P62_008988	KAF7222412.1
G4P62_008988	KAF7222413.1
G4P62_008989	KAF7222414.1
G4P62_008990	KAF7222415.1
G4P62_008991	KAF7222416.1
G4P62_008991	KAF7222417.1
G4P62_008992	KAF7222418.1
G4P62_008993	KAF7222419.1
G4P62_008994	KAF7222420.1
G4P62_008995	KAF7222421.1
G4P62_008995	KAF7222422.1
G4P62_008995	KAF7222423.1
G4P62_008995	KAF7222424.1
G4P62_008995	KAF7222425.1
G4P62_008995	KAF7222426.1
G4P62_008995	KAF7222427.1
G4P62_008995	KAF7222428.1
G4P62_008995	KAF7222429.1
G4P62_008995	KAF7222430.1
G4P62_008995	KAF7222431.1
G4P62_008995	KAF7222432.1
G4P62_008995	KAF7222433.1
G4P62_008996	KAF7222434.1
G4P62_008996	KAF7222435.1
G4P62_008997	KAF7222436.1
G4P62_008998	KAF7222437.1
G4P62_008999	KAF7222438.1
G4P62_008999	KAF7222439.1
G4P62_009000	KAF7222440.1
G4P62_009001	KAF7222441.1
G4P62_009001	KAF7222442.1
G4P62_009002	KAF7222443.1
G4P62_009003	KAF7222444.1
G4P62_009004	KAF7222445.1
G4P62_009004	KAF7222446.1
G4P62_009005	KAF7222447.1
G4P62_009006	KAF7222448.1
G4P62_009007	KAF7222449.1
G4P62_009008	KAF7222450.1
G4P62_009009	KAF7222451.1
G4P62_009010	KAF7222452.1
G4P62_009011	KAF7222453.1
G4P62_009012	KAF7222454.1
G4P62_009013	KAF7222455.1
G4P62_009013	KAF7222456.1
G4P62_009014	KAF7222457.1
G4P62_009015	KAF7222458.1
G4P62_009015	KAF7222459.1
G4P62_009016	KAF7222460.1
G4P62_009017	KAF7222461.1
G4P62_009017	KAF7222462.1
G4P62_009017	KAF7222463.1
G4P62_009018	KAF7222464.1
G4P62_009018	KAF7222465.1
G4P62_009018	KAF7222466.1
G4P62_009018	KAF7222467.1
G4P62_009018	KAF7222468.1
G4P62_009019	KAF7222469.1
G4P62_009019	KAF7222470.1
G4P62_009020	KAF7222471.1
G4P62_009021	KAF7222472.1
G4P62_009022	KAF7222473.1
G4P62_009023	KAF7222474.1
G4P62_009024	KAF7222475.1
G4P62_009025	KAF7222476.1
G4P62_009026	KAF7222477.1
G4P62_009026	KAF7222478.1
G4P62_009027	KAF7222479.1
G4P62_009028	KAF7222480.1
G4P62_009028	KAF7222481.1
G4P62_009028	KAF7222482.1
G4P62_009028	KAF7222483.1
G4P62_009028	KAF7222484.1
G4P62_009028	KAF7222485.1
G4P62_009029	KAF7222486.1
G4P62_009029	KAF7222487.1
G4P62_009029	KAF7222488.1
G4P62_009029	KAF7222489.1
G4P62_009029	KAF7222490.1
G4P62_009029	KAF7222491.1
G4P62_009029	KAF7222492.1
G4P62_009029	KAF7222493.1
G4P62_009030	KAF7222494.1
G4P62_009031	KAF7222495.1
G4P62_009031	KAF7222496.1
G4P62_009032	KAF7222497.1
G4P62_009033	KAF7222498.1
G4P62_009034	KAF7222499.1
G4P62_009034	KAF7222500.1
G4P62_009035	KAF7222501.1
