gene_id	protein_id
G4P62_017089	KAF7210691.1
G4P62_017089	KAF7210690.1
G4P62_017089	KAF7210689.1
G4P62_017089	KAF7210692.1
G4P62_018684	KAF7211567.1
G4P62_018683	KAF7211564.1
G4P62_018683	KAF7211565.1
G4P62_018683	KAF7211566.1
G4P62_018682	KAF7211563.1
G4P62_020155	KAF7211622.1
G4P62_020156	KAF7211623.1
G4P62_018851	KAF7211572.1
G4P62_018852	KAF7211573.1
G4P62_018853	KAF7211574.1
G4P62_018854	KAF7211575.1
G4P62_017702	KAF7211482.1
G4P62_017701	KAF7211481.1
G4P62_017700	KAF7211480.1
G4P62_017700	KAF7211479.1
G4P62_017699	KAF7211478.1
G4P62_017698	KAF7211477.1
G4P62_017133	KAF7210751.1
G4P62_017133	KAF7210752.1
G4P62_017134	KAF7210753.1
G4P62_017134	KAF7210754.1
G4P62_017135	KAF7210755.1
G4P62_017136	KAF7210756.1
G4P62_017137	KAF7210757.1
G4P62_017138	KAF7210758.1
G4P62_017139	KAF7210759.1
G4P62_017139	KAF7210760.1
G4P62_017139	KAF7210761.1
G4P62_017140	KAF7210762.1
G4P62_017140	KAF7210763.1
G4P62_017141	KAF7210764.1
G4P62_017142	KAF7210765.1
G4P62_017143	KAF7210766.1
G4P62_017144	KAF7210767.1
G4P62_017145	KAF7210768.1
G4P62_017146	KAF7210769.1
G4P62_017147	KAF7210770.1
G4P62_017148	KAF7210771.1
G4P62_017828	KAF7211496.1
G4P62_017149	KAF7210772.1
G4P62_017150	KAF7210773.1
G4P62_017151	KAF7210774.1
G4P62_017153	KAF7210776.1
G4P62_017154	KAF7210777.1
G4P62_017155	KAF7210778.1
G4P62_017155	KAF7210779.1
G4P62_018798	KAF7211568.1
G4P62_018799	KAF7211569.1
G4P62_019867	KAF7211602.1
G4P62_018800	KAF7211570.1
G4P62_018801	KAF7211571.1
G4P62_017156	KAF7210780.1
G4P62_017156	KAF7210781.1
G4P62_017157	KAF7210782.1
G4P62_017158	KAF7210783.1
G4P62_017158	KAF7210784.1
G4P62_017158	KAF7210785.1
G4P62_017159	KAF7210786.1
G4P62_017160	KAF7210787.1
G4P62_017161	KAF7210788.1
G4P62_017162	KAF7210789.1
G4P62_017162	KAF7210790.1
G4P62_017163	KAF7210791.1
G4P62_017164	KAF7210792.1
G4P62_017164	KAF7210793.1
G4P62_017165	KAF7210794.1
G4P62_017165	KAF7210795.1
G4P62_017165	KAF7210796.1
G4P62_017165	KAF7210797.1
G4P62_017166	KAF7210798.1
G4P62_017166	KAF7210799.1
G4P62_017167	KAF7210800.1
G4P62_017167	KAF7210801.1
G4P62_017168	KAF7210802.1
G4P62_017169	KAF7210803.1
G4P62_017170	KAF7210804.1
G4P62_017170	KAF7210805.1
G4P62_017171	KAF7210806.1
G4P62_017172	KAF7210807.1
G4P62_017173	KAF7210808.1
G4P62_017174	KAF7210809.1
G4P62_017175	KAF7210810.1
G4P62_017176	KAF7210811.1
G4P62_017177	KAF7210812.1
G4P62_017178	KAF7210813.1
G4P62_017178	KAF7210814.1
G4P62_017178	KAF7210815.1
G4P62_017178	KAF7210816.1
G4P62_017179	KAF7210817.1
G4P62_017180	KAF7210818.1
G4P62_017181	KAF7210819.1
G4P62_017182	KAF7210820.1
G4P62_017183	KAF7210821.1
G4P62_017183	KAF7210822.1
G4P62_017184	KAF7210823.1
G4P62_017184	KAF7210824.1
G4P62_017184	KAF7210825.1
G4P62_017184	KAF7210826.1
G4P62_017184	KAF7210827.1
G4P62_017184	KAF7210828.1
G4P62_017185	KAF7210829.1
G4P62_017186	KAF7210830.1
G4P62_017187	KAF7210831.1
G4P62_017188	KAF7210832.1
G4P62_017188	KAF7210833.1
G4P62_017189	KAF7210834.1
G4P62_017189	KAF7210835.1
G4P62_017189	KAF7210836.1
G4P62_017190	KAF7210837.1
G4P62_017191	KAF7210838.1
G4P62_017191	KAF7210839.1
G4P62_017192	KAF7210840.1
G4P62_017193	KAF7210841.1
G4P62_017193	KAF7210842.1
G4P62_017194	KAF7210843.1
G4P62_017194	KAF7210844.1
G4P62_017194	KAF7210845.1
G4P62_017195	KAF7210846.1
G4P62_017195	KAF7210847.1
G4P62_017196	KAF7210848.1
G4P62_017197	KAF7210849.1
G4P62_019312	KAF7211598.1
G4P62_017198	KAF7210850.1
G4P62_017199	KAF7210851.1
G4P62_017200	KAF7210852.1
G4P62_017201	KAF7210853.1
G4P62_017202	KAF7210854.1
G4P62_017203	KAF7210855.1
G4P62_017204	KAF7210856.1
G4P62_017204	KAF7210857.1
G4P62_017204	KAF7210858.1
G4P62_017204	KAF7210859.1
G4P62_017205	KAF7210860.1
G4P62_017206	KAF7210861.1
G4P62_017206	KAF7210862.1
G4P62_017207	KAF7210863.1
G4P62_017207	KAF7210864.1
G4P62_017207	KAF7210865.1
G4P62_017208	KAF7210866.1
G4P62_017209	KAF7210867.1
G4P62_017210	KAF7210868.1
G4P62_017210	KAF7210869.1
G4P62_017210	KAF7210870.1
G4P62_017211	KAF7210871.1
G4P62_017212	KAF7210872.1
G4P62_017213	KAF7210873.1
G4P62_017213	KAF7210874.1
G4P62_017214	KAF7210875.1
G4P62_017215	KAF7210876.1
G4P62_017215	KAF7210877.1
G4P62_017215	KAF7210878.1
G4P62_017215	KAF7210879.1
G4P62_017216	KAF7210880.1
G4P62_017216	KAF7210881.1
G4P62_017217	KAF7210882.1
G4P62_017218	KAF7210883.1
G4P62_017219	KAF7210884.1
G4P62_017220	KAF7210885.1
G4P62_017221	KAF7210886.1
G4P62_017222	KAF7210887.1
G4P62_017223	KAF7210888.1
G4P62_017223	KAF7210889.1
G4P62_017224	KAF7210890.1
G4P62_017225	KAF7210891.1
G4P62_017226	KAF7210892.1
G4P62_017227	KAF7210893.1
G4P62_017227	KAF7210894.1
G4P62_017228	KAF7210895.1
G4P62_017229	KAF7210896.1
G4P62_017230	KAF7210897.1
G4P62_017230	KAF7210898.1
G4P62_017231	KAF7210899.1
G4P62_017232	KAF7210900.1
G4P62_017233	KAF7210901.1
G4P62_017233	KAF7210902.1
G4P62_017234	KAF7210903.1
G4P62_017235	KAF7210904.1
G4P62_017236	KAF7210905.1
G4P62_017236	KAF7210906.1
G4P62_017237	KAF7210907.1
G4P62_017237	KAF7210908.1
G4P62_017238	KAF7210909.1
G4P62_017238	KAF7210910.1
G4P62_017239	KAF7210911.1
G4P62_017239	KAF7210912.1
G4P62_017240	KAF7210913.1
G4P62_017240	KAF7210914.1
G4P62_017240	KAF7210915.1
G4P62_017240	KAF7210916.1
G4P62_017240	KAF7210917.1
G4P62_017240	KAF7210918.1
G4P62_017240	KAF7210919.1
G4P62_017241	KAF7210920.1
G4P62_017242	KAF7210921.1
G4P62_017242	KAF7210922.1
G4P62_017243	KAF7210923.1
G4P62_017244	KAF7210924.1
G4P62_017244	KAF7210925.1
G4P62_017245	KAF7210926.1
G4P62_017246	KAF7210927.1
G4P62_017246	KAF7210928.1
G4P62_017247	KAF7210929.1
G4P62_017248	KAF7210930.1
G4P62_017248	KAF7210931.1
G4P62_017248	KAF7210932.1
G4P62_017249	KAF7210933.1
G4P62_017249	KAF7210934.1
G4P62_017249	KAF7210935.1
G4P62_017250	KAF7210936.1
G4P62_017250	KAF7210937.1
G4P62_017251	KAF7210938.1
G4P62_017252	KAF7210939.1
G4P62_017253	KAF7210940.1
G4P62_017254	KAF7210941.1
G4P62_017254	KAF7210942.1
G4P62_017255	KAF7210943.1
G4P62_017256	KAF7210944.1
G4P62_017256	KAF7210945.1
G4P62_017256	KAF7210946.1
G4P62_017257	KAF7210947.1
G4P62_017258	KAF7210948.1
G4P62_017258	KAF7210949.1
G4P62_017258	KAF7210950.1
G4P62_017259	KAF7210951.1
G4P62_017260	KAF7210952.1
G4P62_017261	KAF7210953.1
G4P62_017262	KAF7210954.1
G4P62_017263	KAF7210955.1
G4P62_017264	KAF7210956.1
G4P62_017265	KAF7210957.1
G4P62_017265	KAF7210958.1
G4P62_017265	KAF7210959.1
G4P62_017265	KAF7210960.1
G4P62_017266	KAF7210961.1
G4P62_017267	KAF7210962.1
G4P62_017267	KAF7210963.1
G4P62_017268	KAF7210964.1
G4P62_017269	KAF7210965.1
G4P62_017270	KAF7210966.1
G4P62_017270	KAF7210967.1
G4P62_017270	KAF7210968.1
G4P62_017270	KAF7210969.1
G4P62_017271	KAF7210970.1
G4P62_017272	KAF7210971.1
G4P62_017747	KAF7211483.1
G4P62_017748	KAF7211484.1
G4P62_017749	KAF7211485.1
G4P62_017749	KAF7211486.1
G4P62_017749	KAF7211487.1
G4P62_017749	KAF7211488.1
G4P62_017750	KAF7211489.1
G4P62_017751	KAF7211490.1
G4P62_017751	KAF7211491.1
G4P62_017751	KAF7211492.1
G4P62_017751	KAF7211493.1
G4P62_017751	KAF7211494.1
G4P62_017751	KAF7211495.1
G4P62_018322	KAF7211562.1
G4P62_018321	KAF7211561.1
G4P62_018320	KAF7211560.1
G4P62_018319	KAF7211559.1
G4P62_018318	KAF7211558.1
G4P62_018317	KAF7211557.1
G4P62_018316	KAF7211556.1
G4P62_018315	KAF7211555.1
G4P62_018314	KAF7211554.1
G4P62_018314	KAF7211553.1
G4P62_018314	KAF7211552.1
G4P62_018313	KAF7211551.1
G4P62_018312	KAF7211550.1
G4P62_018311	KAF7211549.1
G4P62_018310	KAF7211546.1
G4P62_018310	KAF7211547.1
G4P62_018310	KAF7211548.1
G4P62_018308	KAF7211544.1
G4P62_018309	KAF7211545.1
G4P62_018307	KAF7211543.1
G4P62_018306	KAF7211542.1
G4P62_018305	KAF7211541.1
G4P62_018304	KAF7211540.1
G4P62_018303	KAF7211539.1
G4P62_018303	KAF7211538.1
G4P62_018302	KAF7211537.1
G4P62_018301	KAF7211536.1
G4P62_018300	KAF7211535.1
G4P62_018299	KAF7211532.1
G4P62_018299	KAF7211533.1
G4P62_018299	KAF7211534.1
G4P62_019895	KAF7211603.1
G4P62_019895	KAF7211604.1
G4P62_019896	KAF7211605.1
G4P62_019897	KAF7211606.1
G4P62_019898	KAF7211607.1
G4P62_017273	KAF7210972.1
G4P62_017274	KAF7210973.1
G4P62_017275	KAF7210974.1
G4P62_017276	KAF7210975.1
G4P62_017277	KAF7210976.1
G4P62_017278	KAF7210977.1
G4P62_017279	KAF7210978.1
G4P62_017279	KAF7210979.1
G4P62_017280	KAF7210980.1
G4P62_017280	KAF7210981.1
G4P62_017281	KAF7210982.1
G4P62_017281	KAF7210983.1
G4P62_017282	KAF7210984.1
G4P62_017283	KAF7210985.1
G4P62_017284	KAF7210986.1
G4P62_017284	KAF7210987.1
G4P62_017284	KAF7210988.1
G4P62_017284	KAF7210989.1
G4P62_017284	KAF7210990.1
G4P62_017285	KAF7210991.1
G4P62_017286	KAF7210992.1
G4P62_017287	KAF7210993.1
G4P62_017288	KAF7210994.1
G4P62_017288	KAF7210995.1
G4P62_017289	KAF7210996.1
G4P62_017290	KAF7210997.1
G4P62_017291	KAF7210998.1
G4P62_017291	KAF7210999.1
G4P62_017292	KAF7211000.1
G4P62_017293	KAF7211001.1
G4P62_017294	KAF7211002.1
G4P62_017294	KAF7211003.1
G4P62_017295	KAF7211004.1
G4P62_017295	KAF7211005.1
G4P62_017295	KAF7211006.1
G4P62_017296	KAF7211007.1
G4P62_017296	KAF7211008.1
G4P62_017296	KAF7211009.1
G4P62_017296	KAF7211010.1
G4P62_017296	KAF7211011.1
G4P62_017296	KAF7211012.1
G4P62_017296	KAF7211013.1
G4P62_017296	KAF7211014.1
G4P62_017296	KAF7211015.1
G4P62_017296	KAF7211016.1
G4P62_017296	KAF7211017.1
G4P62_017296	KAF7211018.1
G4P62_017296	KAF7211019.1
G4P62_017296	KAF7211020.1
G4P62_017296	KAF7211021.1
G4P62_017297	KAF7211022.1
G4P62_017297	KAF7211023.1
G4P62_017297	KAF7211024.1
G4P62_017298	KAF7211025.1
G4P62_017298	KAF7211026.1
G4P62_017298	KAF7211027.1
G4P62_017298	KAF7211028.1
G4P62_017299	KAF7211029.1
G4P62_017300	KAF7211030.1
G4P62_017301	KAF7211031.1
G4P62_017302	KAF7211032.1
G4P62_017303	KAF7211033.1
G4P62_017304	KAF7211034.1
G4P62_017304	KAF7211035.1
G4P62_017305	KAF7211036.1
G4P62_017306	KAF7211037.1
G4P62_017307	KAF7211038.1
G4P62_017307	KAF7211039.1
G4P62_017307	KAF7211040.1
G4P62_017307	KAF7211041.1
G4P62_017308	KAF7211042.1
G4P62_017309	KAF7211043.1
G4P62_017309	KAF7211044.1
G4P62_017310	KAF7211045.1
G4P62_017311	KAF7211046.1
G4P62_017311	KAF7211047.1
G4P62_017311	KAF7211048.1
G4P62_017311	KAF7211049.1
G4P62_017312	KAF7211050.1
G4P62_017312	KAF7211051.1
G4P62_017313	KAF7211052.1
G4P62_017313	KAF7211053.1
G4P62_017314	KAF7211054.1
G4P62_017314	KAF7211055.1
G4P62_017315	KAF7211056.1
G4P62_017316	KAF7211057.1
G4P62_017316	KAF7211058.1
G4P62_017316	KAF7211059.1
G4P62_017316	KAF7211060.1
G4P62_017316	KAF7211061.1
G4P62_017317	KAF7211062.1
G4P62_017318	KAF7211063.1
G4P62_017319	KAF7211064.1
G4P62_017319	KAF7211065.1
G4P62_017320	KAF7211066.1
G4P62_017320	KAF7211067.1
G4P62_017346	KAF7211106.1
G4P62_017345	KAF7211105.1
G4P62_017344	KAF7211104.1
G4P62_017343	KAF7211101.1
G4P62_017343	KAF7211102.1
G4P62_017343	KAF7211103.1
G4P62_017321	KAF7211068.1
G4P62_017322	KAF7211069.1
G4P62_017342	KAF7211099.1
G4P62_017342	KAF7211100.1
G4P62_017341	KAF7211098.1
G4P62_017340	KAF7211096.1
G4P62_017340	KAF7211097.1
G4P62_017339	KAF7211095.1
G4P62_017338	KAF7211094.1
G4P62_017337	KAF7211093.1
G4P62_017336	KAF7211092.1
G4P62_017335	KAF7211090.1
G4P62_017335	KAF7211091.1
G4P62_017334	KAF7211089.1
G4P62_017333	KAF7211088.1
G4P62_017332	KAF7211087.1
G4P62_017331	KAF7211085.1
G4P62_017331	KAF7211086.1
G4P62_017330	KAF7211084.1
G4P62_017329	KAF7211083.1
G4P62_017328	KAF7211082.1
G4P62_017328	KAF7211081.1
G4P62_017327	KAF7211080.1
G4P62_017326	KAF7211079.1
G4P62_017325	KAF7211074.1
G4P62_017325	KAF7211075.1
G4P62_017325	KAF7211078.1
G4P62_017325	KAF7211077.1
G4P62_017325	KAF7211076.1
G4P62_017324	KAF7211072.1
G4P62_017324	KAF7211073.1
G4P62_017323	KAF7211070.1
G4P62_017323	KAF7211071.1
G4P62_017347	KAF7211107.1
G4P62_017348	KAF7211108.1
G4P62_017348	KAF7211109.1
G4P62_017349	KAF7211110.1
G4P62_017351	KAF7211114.1
G4P62_017351	KAF7211115.1
G4P62_017350	KAF7211111.1
G4P62_017350	KAF7211112.1
G4P62_017350	KAF7211113.1
G4P62_017352	KAF7211116.1
G4P62_017353	KAF7211117.1
G4P62_017353	KAF7211118.1
G4P62_017353	KAF7211119.1
G4P62_017356	KAF7211120.1
G4P62_017357	KAF7211121.1
G4P62_017358	KAF7211122.1
G4P62_017358	KAF7211123.1
G4P62_017359	KAF7211124.1
G4P62_017360	KAF7211125.1
G4P62_017361	KAF7211126.1
G4P62_017362	KAF7211127.1
G4P62_017364	KAF7211128.1
G4P62_017364	KAF7211129.1
G4P62_017364	KAF7211130.1
G4P62_017364	KAF7211131.1
G4P62_017364	KAF7211132.1
G4P62_017365	KAF7211133.1
G4P62_017365	KAF7211134.1
G4P62_017366	KAF7211135.1
G4P62_017367	KAF7211136.1
G4P62_017368	KAF7211137.1
G4P62_017368	KAF7211138.1
G4P62_017369	KAF7211139.1
G4P62_017369	KAF7211140.1
G4P62_017369	KAF7211141.1
G4P62_017370	KAF7211142.1
G4P62_017371	KAF7211143.1
G4P62_017372	KAF7211144.1
G4P62_017373	KAF7211145.1
G4P62_017374	KAF7211146.1
G4P62_017375	KAF7211147.1
G4P62_017376	KAF7211148.1
G4P62_017376	KAF7211149.1
G4P62_017376	KAF7211150.1
G4P62_017377	KAF7211151.1
G4P62_017378	KAF7211152.1
G4P62_017379	KAF7211153.1
G4P62_017380	KAF7211154.1
G4P62_017381	KAF7211155.1
G4P62_017382	KAF7211156.1
G4P62_017383	KAF7211157.1
G4P62_017384	KAF7211158.1
G4P62_017385	KAF7211159.1
G4P62_017386	KAF7211160.1
G4P62_017387	KAF7211161.1
G4P62_017388	KAF7211162.1
G4P62_017389	KAF7211163.1
G4P62_017389	KAF7211164.1
G4P62_017389	KAF7211165.1
G4P62_017389	KAF7211166.1
G4P62_017389	KAF7211167.1
G4P62_017389	KAF7211168.1
G4P62_017390	KAF7211169.1
G4P62_019042	KAF7211578.1
G4P62_019043	KAF7211579.1
G4P62_019044	KAF7211580.1
G4P62_019045	KAF7211581.1
G4P62_019046	KAF7211582.1
G4P62_019047	KAF7211583.1
G4P62_019048	KAF7211584.1
G4P62_019048	KAF7211585.1
G4P62_019049	KAF7211586.1
G4P62_019049	KAF7211587.1
G4P62_019049	KAF7211588.1
G4P62_019050	KAF7211589.1
G4P62_019050	KAF7211590.1
G4P62_019051	KAF7211591.1
G4P62_017391	KAF7211170.1
G4P62_017391	KAF7211171.1
G4P62_017392	KAF7211172.1
G4P62_017392	KAF7211173.1
G4P62_017393	KAF7211174.1
G4P62_017393	KAF7211175.1
G4P62_017394	KAF7211176.1
G4P62_017394	KAF7211177.1
G4P62_017395	KAF7211178.1
G4P62_017396	KAF7211179.1
G4P62_017397	KAF7211180.1
G4P62_017397	KAF7211181.1
G4P62_017398	KAF7211182.1
G4P62_017399	KAF7211183.1
G4P62_017400	KAF7211184.1
G4P62_017452	KAF7211293.1
G4P62_017401	KAF7211185.1
G4P62_017401	KAF7211186.1
G4P62_017402	KAF7211187.1
G4P62_017403	KAF7211188.1
G4P62_017403	KAF7211189.1
G4P62_017404	KAF7211190.1
G4P62_017404	KAF7211191.1
G4P62_017405	KAF7211192.1
G4P62_017449	KAF7211289.1
G4P62_017450	KAF7211290.1
G4P62_017450	KAF7211291.1
G4P62_017451	KAF7211292.1
G4P62_017453	KAF7211294.1
G4P62_017454	KAF7211295.1
G4P62_017454	KAF7211296.1
G4P62_017455	KAF7211297.1
G4P62_017456	KAF7211298.1
G4P62_017456	KAF7211299.1
G4P62_017457	KAF7211300.1
G4P62_017457	KAF7211301.1
G4P62_017458	KAF7211302.1
G4P62_017459	KAF7211303.1
G4P62_017460	KAF7211304.1
G4P62_017461	KAF7211305.1
G4P62_017462	KAF7211306.1
G4P62_017463	KAF7211307.1
G4P62_017464	KAF7211308.1
G4P62_017464	KAF7211309.1
G4P62_018087	KAF7211527.1
G4P62_018088	KAF7211528.1
G4P62_018088	KAF7211529.1
G4P62_018090	KAF7211530.1
G4P62_017466	KAF7211310.1
G4P62_017466	KAF7211311.1
G4P62_017467	KAF7211312.1
G4P62_017467	KAF7211313.1
G4P62_017468	KAF7211314.1
G4P62_017469	KAF7211315.1
G4P62_017470	KAF7211316.1
G4P62_017471	KAF7211317.1
G4P62_017471	KAF7211318.1
G4P62_017472	KAF7211319.1
G4P62_017473	KAF7211320.1
G4P62_017474	KAF7211321.1
G4P62_017475	KAF7211322.1
G4P62_017476	KAF7211323.1
G4P62_017476	KAF7211324.1
G4P62_017476	KAF7211325.1
G4P62_017477	KAF7211326.1
G4P62_017478	KAF7211327.1
G4P62_017478	KAF7211328.1
G4P62_017478	KAF7211329.1
G4P62_017479	KAF7211330.1
G4P62_017480	KAF7211331.1
G4P62_017481	KAF7211332.1
G4P62_017482	KAF7211333.1
G4P62_017483	KAF7211334.1
G4P62_017484	KAF7211335.1
G4P62_017485	KAF7211336.1
G4P62_017485	KAF7211337.1
G4P62_017485	KAF7211338.1
G4P62_017485	KAF7211339.1
G4P62_017485	KAF7211340.1
G4P62_017486	KAF7211341.1
G4P62_017487	KAF7211342.1
G4P62_018178	KAF7211531.1
G4P62_019117	KAF7211593.1
G4P62_019073	KAF7211592.1
G4P62_019820	KAF7211601.1
G4P62_020008	KAF7211610.1
G4P62_020007	KAF7211609.1
G4P62_020006	KAF7211608.1
G4P62_020108	KAF7211611.1
G4P62_020108	KAF7211612.1
G4P62_020108	KAF7211613.1
G4P62_018042	KAF7211517.1
G4P62_018042	KAF7211518.1
G4P62_018043	KAF7211519.1
G4P62_018043	KAF7211520.1
G4P62_018044	KAF7211521.1
G4P62_018045	KAF7211522.1
G4P62_018046	KAF7211523.1
G4P62_019280	KAF7211597.1
G4P62_020133	KAF7211617.1
G4P62_020133	KAF7211621.1
G4P62_020133	KAF7211620.1
G4P62_020133	KAF7211619.1
G4P62_020133	KAF7211618.1
G4P62_020132	KAF7211615.1
G4P62_020132	KAF7211616.1
G4P62_020131	KAF7211614.1
G4P62_019223	KAF7211594.1
G4P62_017867	KAF7211503.1
G4P62_017866	KAF7211501.1
G4P62_017866	KAF7211502.1
G4P62_017865	KAF7211499.1
G4P62_017865	KAF7211500.1
G4P62_017864	KAF7211498.1
G4P62_017863	KAF7211497.1
G4P62_005297	KAF7210688.1
G4P62_019414	KAF7211599.1
G4P62_019415	KAF7211600.1
G4P62_017946	KAF7211504.1
G4P62_017946	KAF7211505.1
G4P62_017947	KAF7211506.1
G4P62_017947	KAF7211507.1
G4P62_017948	KAF7211508.1
G4P62_017948	KAF7211509.1
G4P62_017948	KAF7211510.1
G4P62_017948	KAF7211511.1
G4P62_017948	KAF7211512.1
G4P62_017949	KAF7211513.1
G4P62_017950	KAF7211514.1
G4P62_017951	KAF7211515.1
G4P62_017951	KAF7211516.1
G4P62_017556	KAF7211476.1
G4P62_017555	KAF7211474.1
G4P62_017555	KAF7211475.1
G4P62_017554	KAF7211473.1
G4P62_017553	KAF7211472.1
G4P62_017552	KAF7211471.1
G4P62_017552	KAF7211470.1
G4P62_017551	KAF7211469.1
G4P62_017550	KAF7211467.1
G4P62_017550	KAF7211468.1
G4P62_017549	KAF7211466.1
G4P62_017548	KAF7211465.1
G4P62_017547	KAF7211462.1
G4P62_017547	KAF7211463.1
G4P62_017547	KAF7211464.1
G4P62_017546	KAF7211461.1
G4P62_017545	KAF7211460.1
G4P62_017545	KAF7211459.1
G4P62_017544	KAF7211455.1
G4P62_017544	KAF7211456.1
G4P62_017544	KAF7211457.1
G4P62_017544	KAF7211458.1
G4P62_017543	KAF7211454.1
G4P62_017542	KAF7211453.1
G4P62_017541	KAF7211452.1
G4P62_017540	KAF7211451.1
G4P62_017539	KAF7211450.1
G4P62_017538	KAF7211449.1
G4P62_017537	KAF7211448.1
G4P62_017536	KAF7211445.1
G4P62_017536	KAF7211446.1
G4P62_017536	KAF7211447.1
G4P62_017535	KAF7211443.1
G4P62_017535	KAF7211444.1
G4P62_017534	KAF7211441.1
G4P62_017534	KAF7211442.1
G4P62_017533	KAF7211438.1
G4P62_017533	KAF7211439.1
G4P62_017533	KAF7211440.1
G4P62_017532	KAF7211437.1
G4P62_017532	KAF7211436.1
G4P62_017531	KAF7211435.1
G4P62_017530	KAF7211434.1
G4P62_017530	KAF7211433.1
G4P62_017529	KAF7211432.1
G4P62_017528	KAF7211431.1
G4P62_017527	KAF7211429.1
G4P62_017527	KAF7211428.1
G4P62_017527	KAF7211430.1
G4P62_017526	KAF7211426.1
G4P62_017526	KAF7211427.1
G4P62_017525	KAF7211418.1
G4P62_017525	KAF7211421.1
G4P62_017525	KAF7211420.1
G4P62_017525	KAF7211419.1
G4P62_017525	KAF7211423.1
G4P62_017525	KAF7211422.1
G4P62_017525	KAF7211425.1
G4P62_017525	KAF7211424.1
G4P62_017524	KAF7211417.1
G4P62_017523	KAF7211416.1
G4P62_017522	KAF7211415.1
G4P62_017521	KAF7211414.1
G4P62_017520	KAF7211413.1
G4P62_017519	KAF7211412.1
G4P62_017518	KAF7211411.1
G4P62_017517	KAF7211408.1
G4P62_017517	KAF7211409.1
G4P62_017517	KAF7211410.1
G4P62_017516	KAF7211407.1
G4P62_017515	KAF7211406.1
G4P62_017514	KAF7211404.1
G4P62_017514	KAF7211403.1
G4P62_017514	KAF7211402.1
G4P62_017514	KAF7211405.1
G4P62_017513	KAF7211400.1
G4P62_017513	KAF7211401.1
G4P62_017512	KAF7211399.1
G4P62_017512	KAF7211398.1
G4P62_017511	KAF7211397.1
G4P62_017511	KAF7211396.1
G4P62_017510	KAF7211395.1
G4P62_017509	KAF7211394.1
G4P62_017508	KAF7211393.1
G4P62_017507	KAF7211392.1
G4P62_017506	KAF7211391.1
G4P62_017505	KAF7211390.1
G4P62_017505	KAF7211389.1
G4P62_017504	KAF7211388.1
G4P62_017503	KAF7211387.1
G4P62_017502	KAF7211386.1
G4P62_017501	KAF7211385.1
G4P62_017501	KAF7211384.1
G4P62_017500	KAF7211383.1
G4P62_017499	KAF7211382.1
G4P62_017498	KAF7211381.1
G4P62_017497	KAF7211380.1
G4P62_017496	KAF7211378.1
G4P62_017496	KAF7211377.1
G4P62_017496	KAF7211379.1
G4P62_017495	KAF7211376.1
G4P62_017495	KAF7211375.1
G4P62_017495	KAF7211374.1
G4P62_020160	KAF7211624.1
G4P62_020160	KAF7211625.1
G4P62_020160	KAF7211626.1
G4P62_020161	KAF7211627.1
G4P62_020161	KAF7211628.1
G4P62_020161	KAF7211629.1
G4P62_020161	KAF7211630.1
G4P62_020236	KAF7211632.1
G4P62_019249	KAF7211596.1
G4P62_019249	KAF7211595.1
G4P62_017494	KAF7211373.1
G4P62_017493	KAF7211372.1
G4P62_017493	KAF7211371.1
G4P62_017492	KAF7211368.1
G4P62_017492	KAF7211369.1
G4P62_017492	KAF7211370.1
G4P62_017491	KAF7211366.1
G4P62_017491	KAF7211367.1
G4P62_017489	KAF7211347.1
G4P62_017489	KAF7211346.1
G4P62_017489	KAF7211345.1
G4P62_017489	KAF7211344.1
G4P62_017489	KAF7211349.1
G4P62_017489	KAF7211348.1
G4P62_017489	KAF7211350.1
G4P62_017489	KAF7211351.1
G4P62_017489	KAF7211363.1
G4P62_017489	KAF7211362.1
G4P62_017489	KAF7211361.1
G4P62_017489	KAF7211360.1
G4P62_017489	KAF7211359.1
G4P62_017489	KAF7211358.1
G4P62_017489	KAF7211357.1
G4P62_017489	KAF7211356.1
G4P62_017489	KAF7211355.1
G4P62_017489	KAF7211354.1
G4P62_017489	KAF7211353.1
G4P62_017489	KAF7211352.1
G4P62_017489	KAF7211364.1
G4P62_017490	KAF7211365.1
G4P62_017488	KAF7211343.1
G4P62_017448	KAF7211288.1
G4P62_017446	KAF7211286.1
G4P62_017446	KAF7211287.1
G4P62_017445	KAF7211285.1
G4P62_017442	KAF7211284.1
G4P62_017441	KAF7211278.1
G4P62_017441	KAF7211277.1
G4P62_017441	KAF7211276.1
G4P62_017441	KAF7211275.1
G4P62_017441	KAF7211274.1
G4P62_017441	KAF7211273.1
G4P62_017441	KAF7211280.1
G4P62_017441	KAF7211279.1
G4P62_017441	KAF7211281.1
G4P62_017441	KAF7211282.1
G4P62_017441	KAF7211283.1
G4P62_017440	KAF7211270.1
G4P62_017440	KAF7211272.1
G4P62_017440	KAF7211271.1
G4P62_017439	KAF7211269.1
G4P62_017438	KAF7211267.1
G4P62_017438	KAF7211268.1
G4P62_017437	KAF7211254.1
G4P62_017437	KAF7211258.1
G4P62_017437	KAF7211257.1
G4P62_017437	KAF7211256.1
G4P62_017437	KAF7211255.1
G4P62_017437	KAF7211263.1
G4P62_017437	KAF7211262.1
G4P62_017437	KAF7211261.1
G4P62_017437	KAF7211260.1
G4P62_017437	KAF7211259.1
G4P62_017437	KAF7211265.1
G4P62_017437	KAF7211264.1
G4P62_017437	KAF7211266.1
G4P62_017436	KAF7211253.1
G4P62_017435	KAF7211252.1
G4P62_017421	KAF7211212.1
